Unnamed: 0,number,이름,이미지,종류,원재료,도수,용량,제품 소개,어울리는 음식,양조장명,페이지 링크,sweet,salty,bitter,sour,sparkle,sol,spicy
580,580,젤코바 캠벨와인,https://thesool.com/common/imageView.do?targetId=PR00000681&targetNm=PRODUCT,과실주,"유기농 캠벨포도, 유기농 설탕",13.5,750ml,젤코바 캠벨와인은 10년 동안 농약과 제초제를 사용하지 않는 땅에서 재배한 유기농 캠벨포도(유기농산물 인증번호 제1-1-319호)와 유기농설탕(유기가공식품 인증번호 제 2-8-214호)만을 사용해서 만든 유기농 와인입니다. `젤코바`는 `느티나무`로수백 년을 마을 어귀에 서서 사람들의 휴식처가 되어 주고 나그네에게는 이정표가 되어주던 존재입니다. 젤코바 와인은 느티나무처럼 편하고 정겨운 와인을 만들자는 목표로 지은 브랜드입니다.,"캠벨얼리 특유의 맑은 붉은빛을 가진 레드와인입니다. 일상에서 자주 접하는 포도향이 물씬 나는 와인입니다. 그렇다고 해서 맛도 마냥 단맛으로 일괄되지는 않습니다. 적절한 산미와 작게나마 타닌감이 느껴집니다. 오히려 단맛은 적은 편으로 다양한 음식과 매칭이 가능합니다. 와인 특유의 맛을 즐기고 싶다면 제철별로 나오는 산나물이 좋으며, 한식을 베이스로 한 육류요리와도 좋습니다. 흰 살 생선 및 붉은 살 생선에도 적절히 잘 어울립니다.",젤코바와이너리,https://meoruwinezelkova.modoo.at/?NaPm=ct%3Dkjs8t0ku%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3D%7Chk%3D81123f9674f14d119bb0c9680517904c7e29ee27,1.0,0.0,1.0,1.0,0.0,0.0,1.0
581,581,젤코바 프리미엄 와인,https://thesool.com/common/imageView.do?targetId=PR00000680&targetNm=PRODUCT,과실주,"국내산 산머루, MBA포도",12.0,"500ml, 750ml",젤코바 스페셜와인은 10년 동안 농약과 제초제를 사용하지 않는 땅에서 재배한 산머루로 만든 와인입니다. 38년을 주류기술자(1급 주조사)로 일해온 강창석 와인메인커는 엄선한 산머루와 MBA포도를 효모를 사용하여 알코올 발효과 유산균으로 발효하여 오크통에서 숙성한 머루와인과 브랜딩하여 건강한 자연주의 와인을 생산하고 있습니다. 타닌감과 바디감이 중간 정도의 미디움 타입의 레드와인입니다.,"산머루 특유의 진한 루비색을 가진 레드 와인. 포도의 향기는 물론 포도가지, 껍질까지 포함한 진하고 깊은 향을 가지고 있습니다. 첫맛은 상큼한 산미가 입안을 치며, 다소 단맛이 스치듯 지나가지만 이내 레드와인 특유의 타닌감으로 입속을 마무리합니다. 단맛이 적고 떫은맛이 좋아 식중주로 추천하고 싶으며 육류와 절대적으로 잘 어울리는 와인입니다. 특히 생고기류 하고도 잘 어울리겠지만, 양념 소갈비, 육전 등 맛이 가미된 고기류를 추천합니다.",젤코바와이너리,https://meoruwinezelkova.modoo.at/?NaPm=ct%3Dkjs8t0ku%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3D%7Chk%3D81123f9674f14d119bb0c9680517904c7e29ee27,0.0,0.0,1.0,1.0,0.0,0.0,1.0
582,582,조선주조사,https://thesool.com/common/imageView.do?targetId=PR00000676&targetNm=PRODUCT,"약주, 청주","쌀(국내산), 입국, 누룩, 주정, 정제수",14.000000000000002,"300ml, 700ml","자연 그대로의 가치, 그 가치를 누구나 누릴 수 있도록 연구하는 발효식품전문기업 우포의 아침이 할아버지대부터 내려온 발효기술을 바탕으로 빚어낸 청주입니다. 한국술의 아름다운 역사를 담아내자는 모토로 생산한 술로 여름에는 차게, 겨울에는 따뜻하게 마시면 색다른 풍미를 느낄 수 있습니다. 제조사 우포의 아침은 술을 비롯해 발효 식초, 건강 음료, 양조발효 장아찌 등 발효식품 전문기업으로 고유의 발효기술을 기반으로 바이오기업으로 도약하고자 하는 미래형 양조장입니다.","약주 특유의 담황색을 가지고 있지만 한약 향 등은 전혀 느껴지지 않는 맑은술입니다. 옥수수에서 나오는 듯 한 고소함이 있으며, 입속에 머금는 순간 적절한 부드러움이 느껴집니다. 단맛, 신맛 등의 조화가 잘 이뤄져 있어서 부담되지 않는 맛과 향을 가지고 있습니다. 집안에서 홈술로 즐기기 좋은 술이며, 김치찌개, 된장찌개 등 일상의 음식과 즐기기 좋습니다.",농업회사법인 우포의아침(주),http://www.woopo.net,1.0,0.0,0.0,1.0,0.0,0.0,1.0
583,583,주교주,https://thesool.com/common/imageView.do?targetId=PR00000734&targetNm=PRODUCT,"약주, 청주","쌀(국내산), 누룩, 정제수, 정제효소, 효모",16.0,500ml,주교주는 살균처리를 하지 않은 술이며 누룩향이 살아있고 단맛과 신맛의 밸런스가 잘 잡혀있는 생약주이다. 배다리도가에서 함께 보내드린 &#039;월계수잎&#039;을 언더락 잔에 띄어 시음하시면 향긋하고 부드러워진 jugyo(주교주)를 즐길 수 있다. 주교주는 배다리 술이라는 의미를 담은 한자이다.,"닭갈비, 사천 탕수육",배다리도가,https://www.baedaridistillery.com/,1.0,0.0,0.0,1.0,0.0,0.0,0.0
584,584,주몽복분자주,https://thesool.com/common/imageView.do?targetId=PR00000640&targetNm=PRODUCT,리큐르/기타주류,"국내산 쌀, 국내산 복분자",16.0,375ml,"1995년 국세청 기술연구소 제조방법 특허를 이용 순수발효방법으로 참 복분자주를 개발하였고, 2006년 8월 맛과 주질을 향상시켜 주몽복분자주 브랜드로 출시하였다. 주정을 첨가하지 않고 100% 복분자로 발효한 약주를 블렌딩하여 맛이 부드러우며 복분자의 향과 발효 누룩의 향이 조화롭게 어우러져 있어 끝 맛까지 향기로운 복분자주이다.","육류소금구이 양념에 재우지 않은 생고기를 달군 불판에 바로 익혀 먹으면 육류의 담백한 맛을 느낄 수 있어서 좋은데, 고기 육즙에서 배어나오는 잡내와 느끼함을 복분자주의 달콤함과 과일향의 뒷맛이 깔끔하게 잡아준다.",농업회사법인(유)술소리,https://sulsori.modoo.at/,0.0,0.0,0.0,0.0,0.0,0.0,1.0
585,585,주산지 막걸리,https://thesool.com/common/imageView.do?targetId=PR00000668&targetNm=PRODUCT,탁주,"쌀(국내산), 밀가루, 누룩, 입국, 효모, 고과당, 물엿, 아스파탐, 삭카린나트륨, 정제수",6.0,750ml,"주산지 막걸리는 청송을 대표하는 전통방식의 토속 막걸리입니다. 알콜올 도수 6도로, 청정지역 청송의 깨끗한 자연환경에서 빚어내는 막걸리입니다. 쌀과 밀의 조화로운 발효로 빚고 있으며, 쌀은 묵은 쌀이 아닌 햅쌀만을 사용하여 최고의 품질을 유지하고 있습니다. 장시간 발효를 하므로 두통과 숙취가 없고, 담백하고 깔끔한 맛을 냅니다.",진한 아이보리 빛깔에 고소한 향이 특징입니다. 술 맛은 전체적으로 단맛과 신맛의 조화가 잘 갖춰져 있고 입 안의 느낌이 개운합니다. 술을 마시고 난 후 약간의 텁텁함이 남는데 이것이 음식을 당기게 합니다. 양념된 고기류와 잘 어울립니다.,청송양조장,https://cheongsongsul.modoo.at,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,586,주향담을,https://thesool.com/common/imageView.do?targetId=PR00000480&targetNm=PRODUCT,증류주,"쌀, 국, 효모, 정제수",41.0,500ml,"옹기 장인 ""이윤"" 대표가 직접 빚는 술로, 41%의 도수에도 부드러우며 깔끔합니다. 3년간의 기나긴 항아리 숙성 시간을 거쳐 국내산 순수 우리쌀로만 빚어낸 프리미엄 증류식 소주입니다. 장기 숙성의 특징인 부드러움과 깔끔한 속성을 가지면서도 시음 후 오래도록 화려한 향이 남게되는 술입니다.",,농업회사법인 담을,https://dameul6267.modoo.at/?NaPm=ct%3Dkir2a5ot%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3D%7Chk%3D7ccecb8e957af9afe12346d332a4cc522292b816,0.0,0.0,0.0,1.0,0.0,0.0,0.0
587,587,주향아라,https://thesool.com/common/imageView.do?targetId=PR00000479&targetNm=PRODUCT,증류주,"쌀, 국, 효모, 정제수",55.00000000000001,500ml,"주향아라는 3년간의 기나긴 항아리 숙성을 거칩니다. 숙성이 가능한 무유 옹기병에 병입 숙성으로 만들어져 부드럽고 깔끔합니다, 화려한 향이 병입의 상태에서도 연속하여 점점 깊어지게 됩니다.",-,농업회사법인 담을,https://dameul6267.modoo.at/?NaPm=ct%3Dkir2a5ot%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3D%7Chk%3D7ccecb8e957af9afe12346d332a4cc522292b816,0.0,0.0,0.0,0.0,0.0,0.0,1.0
588,588,주홍춘,https://thesool.com/common/imageView.do?targetId=PR00000800&targetNm=PRODUCT,탁주,"포천쌀, 흑미찹쌀, 전가네이화곡, 연잎, 정제수",10.0,350ml,흑미찹쌀로 빚은 달달하고 향긋한 탁주이다.,매콤한 요리 및 간단한 안주류,술빚는전가네,https://smartstore.naver.com/sooldoga,1.0,0.0,0.0,0.0,0.0,0.0,0.0
589,589,죽력고,https://thesool.com/common/imageView.do?targetId=PR00000686&targetNm=PRODUCT,증류주,"국내산쌀, 죽력, 누룩, 정제수",32.0,700ml,"죽력고는 육당 최남선이 감홍로, 이강주와 함께 조선 3대 명주(名酒)로 꼽았던 술입니다. 대나무를 토막내 불을 지펴 흘러내리는 대나무즙 `죽력`에 대잎, 석창포, 계심 등을 넣고 소주를 내려 증류시킨 술입니다. `고`는 최고급 약소주에만 붙일 수 있는 술의 극존칭으로 그 명성이 뛰어납니다. 투명한 황색에 단맛과 은은한 대나무향이 상쾌합니다. 죽력은 대나무 잎과 가지를 사흘 동안 고아 내린 것입니다. 쌀과 누룩으로 20일 걸려 술을 빚은 뒤, 죽력을 뿌린 소줏고리로 증류해 만든 술이 죽력고입니다. 주로 대나무가 많은 전라도 지방에서 빚어진 증류주로 중품으로 마비될 때 약으로 썼다고 전해집니다.",죽력고는 연록색을 띠며 알싸하고 상쾌한 맛이 나며 대나무 특유의 향이 납니다. 살짝 한약냄새가 나면서 알코올 두수 35%의 고도주답게 강한 알코올 향이 느껴집니다. 첫맛은 청량감 있게 다가오지만 살짝 단맛이 느껴지고 진한 알코올 기운이 혀를 자극합니다. 죽력고의 안주로는 담백한 음식도 좋지만 단맛이 살짝 도는 떡갈비와 같은 안주도 잘 어울립니다.,태인합동주조장,http://www.태인양조장.com/,1.0,0.0,0.0,0.0,1.0,0.0,1.0
590,590,죽향 생 막걸리,https://thesool.com/common/imageView.do?targetId=PR00000667&targetNm=PRODUCT,탁주,"쌀(국내산), 정제효소, 젖산, 효모, 아스파탐, 정제수",6.0,750ml,죽향 생막걸리는 전남 담양에서 생산한 도정한지 1개월 이내의 엄선된 쌀을 원료로 사용해서 쌀의 아밀로스를 최적화하여 향미가 살이 있는 생막걸리입니다. 댓잎을 첨가해 천연발효시켜 보존기간을 다른 막걸리에 비해 늘린 제품입니다. 고품질 술 생산 장려와 소비자 보호를 위해 국가에서 지정하는 술품질인증을 취득했고 2015년도 남도 전통술품평회 생막걸리부문에서 최우수상을 수상하여 그 품질을 인정 받았습니다.,연한 아이보리 빛깔에 곡물향이 은은하게 스쳐 지나갑니다. 단맛이 적고 산뜻한 신맛이 매력적인 술입니다. 술을 마시고 난 후에도 가벼운 산미와 시원함이 더운날 시원한 바람에 흔들리는 대나무와 같습니다. 죽순무침과 함께 마시면 더할 나위 없습니다.,농업회사법인 (주)죽향도가,https://dyricewine.modoo.at/,0.0,0.0,0.0,1.0,0.0,0.0,1.0
591,591,죽향41,https://thesool.com/common/imageView.do?targetId=PR00000753&targetNm=PRODUCT,증류주,"정제수, 쌀(국내산), 벌꿀, 조제종국, 정제효소, 젖산",41.0,375ml,담양의 친환경쌀을 우리 전통의 소주 제조기법으로 1~3년 저온숙성을 통해 만든 41도의 프리미엄 증류소주. 특유의 향과 깔끔한 맛이 특징이다.,"홍합탕, 오뎅탕",죽향도가,http://jhdg.co.kr/,0.0,0.0,0.0,0.0,0.0,0.0,1.0
592,592,줄포 생막걸리,https://thesool.com/common/imageView.do?targetId=PR00000219&targetNm=PRODUCT,탁주,국내산 쌀,6.0,750ml,"1980년대 부안군 줄포면 동진주조장에서 첫 출시하여 2014년 현재까지 꾸준하게 주질 향상을 위해 품질개선과 공정관리, 위생관리 등에 노력하여 막걸리의 세계화와 전통주의 고급화에 노력하고 있다. 줄포 생 막걸리는 백미를 사용하여 전통발효기술에 최첨단온도 제어시스템으로 저온발효, 저온숙성방식으로 영양이 풍부하며 자연발효에 의한 자연탄산과 어우러져 감칠맛과 청량감이 풍부하여 젊은이들에게도 꾸준한 사랑을 받고 있다.","주꾸미볶음, 홍어무침 칼칼한 주꾸미볶음에 줄포 생 막걸리를 곁들이면 청량감과 어울려지는 깔끔한 맛을 느낄 수 있으며 홍어무침과 곁들이면 홍어 특유의 맛을 더욱더 살려줄 수 있다.",내변산(동진주조),https://shopping.naver.com/fresh/traditionalalcohol/stores/100068999,0.0,0.0,0.0,0.0,1.0,0.0,0.0
593,593,지란지교,https://thesool.com/common/imageView.do?targetId=PR00000289&targetNm=PRODUCT,"약주, 청주","찹쌀,멥쌀,전통누룩(밀),정제수",17.0,500ml,"순창에서 농사 지은 찹쌀과 멥쌀, 전통 누룩과 순창 암반수로 만든 생탁주로 일체의 첨가물 없이 빚어진 술이다. 술에 단맛과 산미가 조화로우며 목 넘김이 부드럽다. 신맛, 쓴맛, 단맛, 떫은 맛, 향기까지 다섯가지 오감의 맛이 난다.","육전, 고기산적, 양념 불고기류",(유)친구들의 술 지란지교,,1.0,1.0,1.0,1.0,0.0,0.0,1.0
594,594,지란지교 무화과 탁주,https://thesool.com/common/imageView.do?targetId=PR00000722&targetNm=PRODUCT,탁주,"찹쌀, 멥쌀(국내산), 전통누룩(국내산 밀), 정제수, 무화과청, 레드비트분말, 밀함유",12.0,500ml,100일 발표 90일 숙성으로 깊고 부드러운 맛과 순창에서 재배한 고품질 무화과와 햅찹쌀 100%를 사용해 무화과의 향긋함과 찹쌀의 달달한 맛이 특징이다.,"갈치조림, 고등어무조림, 무화과타르트",(유)친구들의술지란지교,https://smartstore.naver.com/limsugzu,1.0,0.0,0.0,0.0,0.0,0.0,1.0
595,595,지란지교 약주,https://thesool.com/common/imageView.do?targetId=PR00000735&targetNm=PRODUCT,"약주, 청주","찹쌀멥?쌀(국내산), 전통누룩(국내산 밀), 정제수, 밀함유",17.0,375ml / 500ml,"순창 지란지교 프리미엄 약주는 순창에서 재배되는 순창 햅찹쌀을 사용해 생산되는 순창의 지역특산주이며 무감미료, 무첨가 프리미엄 약주이다.","오징어초무침, 고등어김치찜, 연어포케",(유)친구들의술지란지교,https://smartstore.naver.com/limsugzu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,596,지리산 강쇠,https://thesool.com/common/imageView.do?targetId=PR00000284&targetNm=PRODUCT,"약주, 청주","정제수, 쌀, 누룩, 오가피, 산수유, 오미자, 정백당 ,구연산, 정제효소, 야관문",13.0,375ml,"순곡과 누룩을 60일 동안 전통 발효법으로 숙성시킨 후 지리산 약초 복분자, 오미자, 산수유, 하수오, 구기자, 산사 등의 약재 10여종과 빚어낸 술이다. 맑은 황금빛의 술로 고구마향이 나며 단맛과 신맛이 잘 어우러진다. 마신 후 미세한 쓴 맛이 입안을 채우며 목 넘김이 깔끔하다.","감자탕, 부침개",농업회사법인(유)술소리,https://sulsori.modoo.at/?link=biu8g67n,1.0,0.0,1.0,1.0,0.0,0.0,1.0
597,597,지리산 정담 생쌀 막걸리,https://thesool.com/common/imageView.do?targetId=PR00000161&targetNm=PRODUCT,탁주,"쌀(국내산), 종국, 정제수, 누룩, 효모",6.0,750ml,&quot;지리산 정담 생쌀 막걸리&quot;는 40년 가까이 청정지역 지리산에서 술을 빚어온 &quot;운봉주조&quot;의 대표 막걸리이다. 지리산의 맑은물과 국내산쌀만을 사용하여 제조하는 막걸리로 한층 부드럽고 순한 맛으로 인기가 좋다. 농림축산식품부에서 &quot;우리술 품질인증&quot;을 받고 2013년 전라북도 우리술품평회에서 수상한 제품이다.,색의 희고 맑으며 곡물에 압력을 가했을 때 나오는 고소한 향이 올라온다. 단맛이 적고 맑은 산미가 입안 전체에 침이 고이게 하고 산뜻하게 만든다. 막걸리를 마시고 난 뒤에 혀에 남는 고소함이 매력적이다. 신선한 과일 샐러드와 잘 어울린다.,지리산 운봉주조,http://www.herbsul.com/,0.0,0.0,0.0,1.0,0.0,0.0,1.0
598,598,지리산 허브잎술 쌀 막걸리,https://thesool.com/common/imageView.do?targetId=PR00000126&targetNm=PRODUCT,탁주,"쌀(국내산), 입국, 정제수, 효모, 곡자, 국내산허브(로즈마리, 라벤다잎줄기추출액, 울금) 등",6.0,750ml,"&amp;quot;지리산 허브잎 술&amp;quot;은 지리산에서 자란 로즈마리, 라벤다를 첨가해 빚은 막걸리다. 한 모금 맛보면 은은하게 허브향이 느껴진다. 익은 곡물향이 강하게 올라오고 달콤함 향이 묻어 나온다. 단맛이 적고 약간의 산미가 입안 전체를 가볍게 만들어 준다. 전체적으로 달지 않아 음식과의 궁합을 잘 맞출 수 있는 술이다.","홍어회 무침, 골뱅이 무침",지리산 운봉주조,http://www.herbsul.com/,0.0,0.0,0.0,1.0,0.0,0.0,1.0
